literal,pragmatic_aligned,pragmatic_uncertain,pragmatic_conservative,pragmatic_pedagogic
1.2769904161327992,0.6548225133311257,1.0910332716877713,0.6548225133311257,1.1921883761064649
0.75,1.2224977641454957,1.2684557123103044,1.2224977641454957,1.3192942424350642
0.75,1.1577648252840733,1.2103870757553528,1.1577648252840733,1.2811018521665936
0.75,1.3538043976470595,1.3548824102479935,1.3538043976470595,1.3011448017183058
0.24999999999999967,0.5384520629459473,0.5215564413815281,0.5384520629459473,0.48378539768317036
1.2769904161327992,0.9079737640749985,1.1961408269939282,0.9079737640749985,1.2543763537437758
0.24999999999999967,0.3344765596299176,0.38684875153947,0.3344765596299176,0.43690135062209035
0.24999999999999967,1.1740796373998768,1.0045556560929243,1.1740796373998768,0.6935337827530339
0.75,1.3532299598338104,1.368115895103352,1.3532299598338104,1.3579495948668239
0.5622809781222619,0.6627512164604735,0.6662703916371653,0.6627512164604735,0.6462004020650342
0.24999999999999967,0.6137234036784078,0.5526273443106513,0.6137234036784078,0.47319317411938244
0.75,1.463739579107465,1.452377690201164,1.463739579107465,1.3715075173813442
-4.440892098500626e-16,0.40708597825132964,0.2571997457063297,0.40708597825132964,0.0927793936019859
0.2500000000000001,0.8345827116065646,0.6572027348320632,0.8345827116065646,0.4380734727559472
0.24999999999999967,0.4501909696753,0.4472785475061992,0.4501909696753,0.44123687052624394
0.75,1.071587142577514,1.108959267614727,1.071587142577514,1.1820628965438003
0.2500000000000001,0.6981880178623414,0.6018738587260324,0.6981880178623414,0.42670184410834366
-0.24999999999999944,0.36218005462831593,0.14536705087447288,0.36218005462831593,-0.19452494897053696
0.24999999999999967,1.2730557265430469,1.1401696700363488,1.2730557265430469,0.8438862128086195
0.75,1.452924988605619,1.4555249005219524,1.452924988605619,1.3930862330865796
1.2769904161327992,1.4464026540198542,1.4639169582468905,1.4464026540198542,1.3833193116181857
1.2769904161327992,1.3072095411019673,1.4163465449954815,1.3072095411019673,1.329360593226054
1.2769904161327992,0.8898651539706829,1.1146268861347144,0.8898651539706829,1.1755690653671709
